200	 6.72
366	 6.70
532	 6.88
698	 6.85
864	 6.74
1030	 6.68
1196	 6.76
1362	 6.80
1528	 6.81
1694	 6.75
1860	 6.80
2026	 6.72
2192	 6.70
2358	 6.82
2524	 6.71
2690	 6.79
2856	 6.80
3022	 6.74
3188	 6.79
3354	 6.71
3520	 6.76
3686	 6.77
3852	 6.74
4018	 6.72
4184	 6.77
4350	 6.70
4516	 6.74
4682	 6.76
4848	 6.78
5014	 6.66
5180	 6.79
5346	 6.73
5512	 6.75
5678	 6.78
5844	 6.74
6010	 6.72
6176	 6.74
6342	 6.74
6508	 6.79
6674	 6.80
6840	 6.74
7006	 6.73
7172	 6.76
7338	 6.80
7504	 6.72
7670	 6.74
7836	 6.75
8002	 6.75
8168	 6.70
8334	 6.75
8500	 6.75
8666	 6.76
8832	 6.71
8998	 6.72
9164	 6.76
9330	 6.77
9496	 6.76
9662	 6.74
9828	 6.75
9994	 6.79
10160	 6.74
10326	 6.73
10492	 6.74
10658	 6.74
10824	 6.71
10990	 6.79
11156	 6.74
11322	 6.73
11488	 6.72
11654	 6.75
11820	 6.68
11986	 6.77
12152	 6.73
12318	 6.69
12484	 6.75
12650	 6.79
12816	 6.75
12982	 6.74
13148	 6.73
13314	 6.77
13480	 6.74
13646	 6.76
13812	 6.75
13978	 6.73
14144	 6.75
14310	 6.80
14476	 6.76
14642	 6.73
14808	 6.74
14974	 6.76
15140	 6.77
15306	 6.73
15472	 6.76
15638	 6.74
15804	 6.73
15970	 6.73
16136	 6.76
16302	 6.75
16468	 6.74
16634	 6.77
16800	 6.74
16966	 6.72
17132	 6.74
17298	 6.77
17464	 6.74
17630	 6.74
17796	 6.74
17962	 6.76
18128	 6.76
18294	 6.77
18460	 6.76
18626	 6.74
18792	 6.74
18958	 6.77
19124	 6.73
19290	 6.77
19456	 6.74
19622	 6.76
19788	 6.75
19954	 6.72
20120	 6.76
20286	 6.74
20452	 6.74
20618	 6.76
20784	 6.75
20950	 6.76
21116	 6.75
21282	 6.76
21448	 6.74
21614	 6.75
21780	 6.75
21946	 6.75
22112	 6.74
22278	 6.73
22444	 6.73
22610	 6.74
22776	 6.78
22942	 6.76
23108	 6.77
23274	 6.74
23440	 6.75
23606	 6.75
23772	 6.77
23938	 6.75
24104	 6.73
24270	 6.76
24436	 6.75
24602	 6.76
24768	 6.73
24934	 6.73
25100	 6.75
25266	 6.73
25432	 6.75
25598	 6.76
25764	 6.74
25930	 6.75
26096	 6.74
26262	 6.78
26428	 6.73
26594	 6.75
26760	 6.76
26926	 6.77
27092	 6.75
27258	 6.75
27424	 6.73
27590	 6.76
27756	 6.77
27922	 6.76
28088	 6.76
28254	 6.75
28420	 6.75
28586	 6.75
28752	 6.77
28918	 6.76
29084	 6.76
29250	 6.76
29416	 6.75
29582	 6.77
29748	 6.77
29914	 6.75
30080	 6.75
30246	 6.71
30412	 6.73
30578	 6.76
30744	 6.74
30910	 6.76
31076	 6.75
31242	 6.74
31408	 6.77
31574	 6.75
31740	 6.75
31906	 6.72
32072	 6.74
32238	 6.76
32404	 6.75
32570	 6.73
32736	 6.75
32902	 6.73
33068	 6.76
33234	 6.73
33400	 6.74
33566	 6.76
33732	 6.76
33898	 6.77
34064	 6.75
34230	 6.75
34396	 6.76
34562	 6.76
34728	 6.77
34894	 6.76
35060	 6.75
35226	 6.75
35392	 6.74
35558	 6.75
35724	 6.75
35890	 6.75
36056	 6.75
36222	 6.76
36388	 6.76
36554	 6.77
36720	 6.75
36886	 6.74
37052	 6.75
37218	 6.75
37384	 6.77
37550	 6.76
37716	 6.75
37882	 6.75
38048	 6.74
38214	 6.75
38380	 6.76
38546	 6.74
38712	 6.76
38878	 6.74
39044	 6.75
39210	 6.76
39376	 6.75
39542	 6.75
39708	 6.75
39874	 6.74
40040	 6.75
40206	 6.73
40372	 6.74
40538	 6.76
40704	 6.74
40870	 6.76
41036	 6.73
41202	 6.77
41368	 6.75
41534	 6.77
41700	 6.74
41866	 6.75
42032	 6.75
42198	 6.73
42364	 6.75
42530	 6.73
42696	 6.75
42862	 6.77
43028	 6.77
43194	 6.76
43360	 6.77
43526	 6.73
43692	 6.76
43858	 6.75
44024	 6.75
44190	 6.75
44356	 6.74
44522	 6.75
44688	 6.75
44854	 6.75
45020	 6.75
45186	 6.75
45352	 6.75
45518	 6.77
45684	 6.74
45850	 6.75
46016	 6.74
46182	 6.76
46348	 6.74
46514	 6.75
46680	 6.77
46846	 6.75
47012	 6.75
47178	 6.75
47344	 6.75
47510	 6.76
47676	 6.76
47842	 6.75
48008	 6.75
48174	 6.74
48340	 6.73
48506	 6.74
48672	 6.75
48838	 6.75
49004	 6.76
49170	 6.74
49336	 6.73
49502	 6.73
49668	 6.75
49834	 6.76
50000	 6.74
50166	 6.74
50332	 6.76
50498	 6.77
50664	 6.75
50830	 6.77
50996	 6.75
51162	 6.74
51328	 6.76
51494	 6.76
51660	 6.75
51826	 6.75
51992	 6.76
52158	 6.76
52324	 6.77
52490	 6.76
52656	 6.75
52822	 6.77
52988	 6.76
53154	 6.77
53320	 6.74
53486	 6.77
53652	 6.76
53818	 6.74
53984	 6.74
54150	 6.75
54316	 6.76
54482	 6.76
54648	 6.76
54814	 6.75
54980	 6.74
55146	 6.75
55312	 6.75
55478	 6.76
55644	 6.76
55810	 6.76
55976	 6.76
56142	 6.76
56308	 6.75
56474	 6.76
56640	 6.77
56806	 6.76
56972	 6.75
57138	 6.76
57304	 6.75
57470	 6.77
57636	 6.74
57802	 6.74
57968	 6.75
58134	 6.76
58300	 6.75
58466	 6.77
58632	 6.75
58798	 6.75
58964	 6.75
59130	 6.74
59296	 6.75
59462	 6.74
59628	 6.76
59794	 6.76
59960	 6.77
60126	 6.75
60292	 6.75
60458	 6.75
60624	 6.74
60790	 6.74
60956	 6.76
61122	 6.73
61288	 6.75
61454	 6.76
61620	 6.75
61786	 6.75
61952	 6.75
62118	 6.75
62284	 6.76
62450	 6.76
62616	 6.75
62782	 6.76
62948	 6.75
63114	 6.74
63280	 6.76
63446	 6.75
63612	 6.76
63778	 6.74
63944	 6.76
64110	 6.75
64276	 6.75
64442	 6.76
64608	 6.76
64774	 6.76
64940	 6.75
65106	 6.76
65272	 6.76
65438	 6.76
65604	 6.73
65770	 6.75
65936	 6.76
66102	 6.75
66268	 6.77
66434	 6.75
66600	 6.75
66766	 6.74
66932	 6.75
67098	 6.75
67264	 6.75
67430	 6.76
67596	 6.76
67762	 6.75
67928	 6.76
68094	 6.75
68260	 6.76
68426	 6.75
68592	 6.76
68758	 6.75
68924	 6.74
69090	 6.75
69256	 6.76
69422	 6.75
69588	 6.75
69754	 6.75
69920	 6.77
70086	 6.74
70252	 6.73
70418	 6.75
70584	 6.75
70750	 6.75
70916	 6.75
71082	 6.77
71248	 6.76
71414	 6.77
71580	 6.76
71746	 6.76
71912	 6.74
72078	 6.75
72244	 6.76
72410	 6.75
72576	 6.74
72742	 6.75
72908	 6.76
73074	 6.75
73240	 6.75
73406	 6.74
73572	 6.76
73738	 6.75
73904	 6.76
74070	 6.76
74236	 6.75
74402	 6.75
74568	 6.75
74734	 6.74
74900	 6.77
75066	 6.75
75232	 6.77
75398	 6.75
